	text	prediction
435	"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER really And then"" WHERE in the WORLD does Antifa fit into wacked out Birdlandia? And boy oh boy Birdsize also apparently believes the notion that there are people who actually ""deny climate""  I kid you not! I think Rod Serling's coming to escort Birdbrain back to 'the zone'"""	0
436	A night with @USER \u263a	0
437	@USER you got madden 25?	0
438	Well both of the teachers are weird I guess you can say	0
439	Abc news Going to California . Cold outside and California Dreaming. Bye for awhile.	0
440	@USER We'd more than likely never hear about it. Like the 4 gangbangers that beat the white guy to death in Georgia a week ago.	1
441	I feel bad that I'm not tje daughter she deserves to have..	0
442	You said that you didn't want to be another dumbass &amp;' not realize what they could've had! Well guess what niggah your just another one to	1
443	I just wish things were how they used to be.	0
444	I'll give him the recognition he deserves when he earns it. Since 09 I feel he has regressed. Sure he was injured, but the D12 saga was bad.	0
445	always wondered if I was lazier or hungrier...lazy is winning the battle. will not get up to go get food. this has gone too far.	0
446	@USER I can't even lie, you snacked him!	1
447	If you are DIFFERENT, they will cut you out.	0
448	@USER bitch please \u270b you know that you can come up whenever .	1
449	at least miley is getting paid to act ratchet, the rest of you do it for free	1
450	My life is so unorganized right now. It's a good thing it's filled with positive beautiful people \u2661\u2665\u2661\u2665	0
451	Can this be over already	0
452	Netflix documentary never fails	0
453	I love it when kiana makes me food\u2764	0
454	best weekend.	0
455	I can't stand making vines of myself. My voice makes me want to punch myself in the face.	1
456	@USER Hmm...thoughts #MAGA?	0
457	@USER You are cum	0
458	I had a cat that scratched my eyes out onetime. Evil...	1
459	@USER I'm not saying I am hungover. In fact, I haven't had a drink this trip. I just appear to be.	0
460	If u gotta problem wit me tell me	0
461	@USER triple dog bia	0
462	@USER @USER Williams displayed her bad tempered side to the world and it is something she will probably always regret. I would say to her be ye never so high that you believe you are above the rules.	0
463	Just destroyed a yellow jacket in the house. That was quite the adrenaline rush.	0
464	"@USER ATTENTION. @USER is publicizing an ANTIFA TARGET list of Trump supporters. Some names are high profile and many are random Trump supporters. PLEASE report him to Twitter! They have NOT suspended his account. Chick the list for YOUR name under Lists""."""	0
465	I lost my glasses.\ue411	0
466	@USER @USER timing for me to do that is gonna suck, since I'm usually in the shower at sunrise.	0
467	@USER @USER I’d love to see an Alan Moore takedown of EVS.   Only issue is I am 100% certain Alan Moore doesn’t know who he is.	0
468	I was cracking up when markus was imitating how I run	0
469	@USER come help decorate \ud83c\udf89	0
470	I'm terrible at black Friday	1
471	Does it have to be this cold..... JezZz\ud83d\ude01\ud83d\ude01	0
472	They down to let it fly for a nigga like me	1
473	@USER She is so gross. An obvious hack	1
474	the beach+this weather+these people=ONE GREAT DAY!!! :) #SouthCarolina	0
475	@USER Yeah! You can’t just wing cooking!   There’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage.	0
476	Fallon's hitting the ceiling with a broom. \ud83d\ude02\ud83d\ude02\ud83d\ude02	0
477	Like now uhhh	0
478	@USER you only kept 1?!\ud83d\ude1e	0
479	"@USER Lol Religion of peace"" am I right fellow classical liberals? Izlam totes needs a Reformation"""	0
480	@USER Hell NO	1
481	@USER @USER @USER @USER @USER @USER @USER sounds like a plan\ud83d\udc4c	0
482	@USER @USER So do you think she is a Christian?	0
483	If there was one thing I could be sure of its that we were meant to be together;))	0
484	@USER so is Foles\ud83d\ude02\ud83d\ude02	0
485	@USER absolutely not	0
486	I think your attractive	0
487	@USER I already bought the $130 book	0
488	@USER COFFEE	0
489	@USER congrats bro.	0
490	I swear. IF YOU KEEP COMPLAINING ABOUT EVERY BAND THAT COMES ON STAGE IM GOING TO PUNCH YOU AWAY FROM THE BARRICADE MYSELF.	1
491	87 on my last math test??! I got this #happy #todayisawesomeeee \ud83d\ude1d	0
492	\@vernie_forever: Radioactive\ that's track right there	0
493	For real can we reunite?! @USER @USER miss my cracka nigga. What you doing stupid?!	1
494	@USER right now?	0
495	Friends don't leave smaller friends alone in creepy parking lots..	0
496	Still tho, fuck this golf team	1
497	I love everything I got \ud83d\ude0d	0
498	@USER Clearly I was being facetious lol. Thanks for the compliment\ud83d\ude1a	0
499	It snowed for 17 seconds..	0
500	@USER Oh FFS! This is just sublime. You are getting better and better	0
501	I didn't turn in the project for algebra and I'm still passing	0
502	Every week I'm conflicted over working needing the hours I have a work super badly but being incredibly lazy and burnt out on closing.	0
503	@USER One could say that she is the one coward. She could probably end this charade but continues to sabotage our country with her silence. Plus she’s a sad over facelifted former soft porn model.	1
504	20180917: Don Pittis CBC: Is the People's Party of Canada liberal? It depends on the definition URL	0
505	Im wide awake and ready to work. #letsGo	0
506	@USER how u like da show?	0
507	@USER yeah I thought so! Thanks man	0
508	\ud83d\udc8b	0
509	Sons tonight and the cmas tomorrow night \ud83d\udc4c	0
510	@USER same here :) love you sissy poo!	1
511	@USER lol fuck you	1
512	Tomorrow is gonna suck.	1
513	@USER go to Vegas and back then go to the beach! Lol there have a fun weekend.	0
514	Yeaaaa go hawks	1
515	Nothing new tho	0
516	Broke my toe on my second day in maga.	0
517	@USER the legal kind man, allergy drugs	0
518	Alejandra owes me a cookie tommorrow (:	0
519	Putting a new Mw2 patch on	0
520	@USER ok ya te lo doy +1 (609) 558-0577	0
521	Working today 1pm-10pm someone should come visit me \ud83d\ude05	0
522	@USER I can't get out of my car laughing so hard.	0
523	@USER @USER @USER And people still think this administration is the greatest since sliced bread. Ridiculous.	1
524	@USER dresses are ordered! \ud83d\udc4c\ud83d\ude18\ud83d\udc57	0
525	@USER i agree with this statement.	0
526	\@sammykristen__: i feel like talkin shit.\ctfuu ared wassup sis? Joy or nah?	1
527	Had fun with @USER today \u263a\ufe0f\ud83d\ude18\ud83d\udc9e	0
528	Every time I hear the line I got a heater for your thighs I think @USER and the day at bowling	0
529	A solid hour of tumbling practice, then a solid 2 or 3 hour practice after of stunting &amp; conditioning \ud83d\ude33I'm gonna die #CheerProbs	0
530	@USER @USER @USER If he is from AZ I would put my money on sex with underage kids.	1
531	Never put too much confidence into someone cause in the end they don't deserve it	0
532	@USER I agree. A consistent scorer as well.	0
533	@USER to do drugs tonight?	0
534	@USER who's doing 1984 The Musical?	0
535	@USER @USER @USER Says the little commie thot. I bet that $20 is more than your hourly rate	0
536	@USER how lol	0
537	now you look dumb #saysorry	1
538	@USER what's the word, mockingbird?	0
539	1 &amp; 2 &amp; 3 &amp; 4 &amp; get those sit ups right in, tuck yo tummy tight in	0
540	@USER @USER @USER @USER @USER @USER Her links to Planned Parenthood which is the reason why liberals don't want a conservative judge.	0
541	it feels late af- time to make today my bitch	1
542	Blame it on my ADD baby	1
543	@USER hahaha all good!	0
544	Maybe that means we will see more of Ezra #hopefully	0
545	@USER @USER @USER @USER @USER @USER @USER @USER @USER YES!!! Among my favorite stories! #Darkseid comes back and shows how a perennial evil he is in the universe! The Daxamite menace might be among the most terrible menaces ever read by me!	1
546	@USER Good bye Flakey Fake and good riddance!	1
547	Cesar a pimp \u270a	0
548	especially since I have no free time to actually read all the books I just bought #whysarah	0
549	@USER I thought they turned into Antifa?	0
550	Sexual healing	0
551	all this bombing shits really beginning to scare me.	1
552	I hate this feeling. :/	0
553	@USER MAKE ME FEEL SAFE.	0
554	I really wish we didn't have a quiz in class today so I could skip. I so don't want to go.	0
555	Hitting the books hard! \ud83d\udcda	0
556	Te quiero a ti de regalo por pasar mis ex\u00e1menes :3	0
557	@USER And Donald Trump will never be President	0
558	@USER it's pretty bad....	0
559	@USER @USER perfect \ud83d\ude0d	0
560	@USER why are you ranting about what people say ?\ud83d\ude33	0
561	I'm tired of saying I'm sorry.. I feel like I upset you all the time. I know I'm not good enough But.. I'm trying..	0
562	@USER Don't dignify her stupidity by posting her comments!!!	1
563	Learned a whole human video in 4 practices... Fastest I've ever learned one.	0
564	Work, is NOT what's happening today\ud83d\ude23	0
565	"@USER Suddenly thought of something.u mention in 1 of ur video that they don't know"" where Lay is/he is captured by rf.then Lay has to ""comeback/appear"" then only Kai can bring him back to the island.latest video said he might be in another parallel world.what if"""	0
566	@USER Interesting. Who do you see is harmed by that action?	0
567	Omg. Made plans with too many people. Lord.	0
568	Ice cream truck just came to the job site trying to make a sale and I bought cookies and cream for the foreman and I	0
569	@USER @USER you know it's coming.	0
570	@USER Misplaced anger doesn't make the lies about taking a knee true.  Sorry for her loss but she is WRONG...WRONG...WRONG	0
571	@USER Packing 💼🕶👢 for TX 🤠👍🏼⚽️♥️- hope you are well🤗 #almostcousins♥️	0
572	Hope this will happen idk #thinking	0
573	@USER @USER She is the CEO of ATMOS research &amp; consulting She profits by spreading gloom &amp; telling cities how they can combat climate change Snake oil salesmen are cheaper on taxpayers URL	0
574	OMG I LOVE MILEY CYRUS	0
575	They was on some Ninja ish	0
576	@USER me too omg	0
577	@USER @USER @USER Stop giving me quotes start giving me facts that prove gun control will work	0
578	@USER @USER yeah he was talking about me lol	0
579	@USER lol oh shit.	1
580	You do a great job of acting like you know everything. #Smh	0
581	bitch you have lost your god damn mind.	1
582	Sigan a @USER polit\u00f3loga, ciclista y directora de @USER diario de grilla urbana. (Al menos alguien vigila a Mr. Mancera)	0
583	Prom dress shopping, kansai, and getting our nails done. Perfect day with the girls.Now ready for our night to begin! @USER @USER	0
584	@USER \ud83d\udc4c	0
585	I need to win some cash	0
586	@USER His policies were the worst	0
587	@USER your dad is about to kick someones ass on the bus lol	1
588	@USER What shitty wipers you have	1
589	I've noticed I talk to no girls what's so ever -__-	0
590	PV is one cocky school.	1
591	A FEW MINUTES TIL ILLINOIS. \ud83d\udc95\ud83c\udf03\ud83d\udc4c\u263a	0
592	maybe i want to smoke marijuana...yes, i do want to do that&gt;.&gt;	0
593	Whatever you need \nWhatever u want you can call me	0
594	@USER okay have fun with that haha	0
595	@USER yep	0
596	People who use their past as a crutch&lt;&lt;&lt;&lt;&lt; #NoTime #GoAway	0
597	@USER Dying	0
598	"@USER This is an interesting topic and I'll try to give my best opinion on this topic: First, what does master"" dota2 or chess means; If we assume that to master either one of them implies that you are undisputable the best HUMAN PLAYER in the world at the game in our current time 1/5"""	0
599	I would've hung up also.	0
600	@USER @USER He needs more “gun control!” 😂	0
601	Seeing them happier with someone else&lt;&lt;&lt;	0
602	Outside looking in, you can see the view I see...so you won't understand.	0
603	Ahh Luke Bryan, you get me every time.	0
604	@USER is the brainchild of @USER - He is playing dirty against @USER and Jen is using her ill gotten money against @USER Mailer linking Nixon to anti-Semitism was approved by top Cuomo aides URL	1
605	I know it's hard to remember who we used to be \ud83d\udc94	0
606	\ud83d\ude22\ud83d\udc4e	0
607	I get so scared when I finally go to classes and they're talking projects I have no clue about lmao,	0
608	I hate tests. \ud83d\ude11	0
